id,i_no,material_code,name,unit,i_qty,i_date,post_date,stor_loct,desc,bulan,no_unit,nama_unit,kelompok_unit,biaya_bbm
6023,2024120981,61000043,MINYAK SOLAR,LTR,57,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM -DT 32 KB 8318 VB Mitsu,2024-12-31,DT 32,Dump Truck 32,Dump Truck,620708.3565155382
6024,2024120980,61000043,MINYAK SOLAR,LTR,40,2024-12-09,2024-12-09,CPO RM S/L,U/ BBM-Mobil Hilux KB 8476 VB,2024-12-31,KB 8476 VB,Mobil KB 8476 VB,Mobil,435584.8115898514
6025,2024120979,61000043,MINYAK SOLAR,LTR,60,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM- Backhoe Loader 06 JCB,2024-12-31,BL 06,Backho Loader 06,Backho Loader,653377.217384777
6026,2024120978,61000043,MINYAK SOLAR,LTR,50,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM- Mobil KB 8417 VA Hilux,2024-12-31,KB 8417 VA,Mobil KB 8417 VA,Mobil,544481.0144873143
6027,2024120977,61000043,MINYAK SOLAR,LTR,100,2024-12-09,2024-12-09,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-12-31,WL 01,Wheel Loader 01,Wheel Loader,1088962.0289746283
6028,2024120976,61000043,MINYAK SOLAR,LTR,65,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM- Mobil Hilux KB 8324 VA,2024-12-31,KB 8324 VB,Mobil KB 8324 VB,Mobil,707825.3188335085
6029,2024120975,61000043,MINYAK SOLAR,LTR,220,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM- Excavator 07 CAT,2024-12-31,Exca 07,Excavator 07,Excavator,2395716.4637441826
6030,2024120974,61000043,MINYAK SOLAR,LTR,140,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM- Motor Greader 04 CAT,2024-12-31,MG 04,Motor Greader 04,Motor Greader,1524546.8405644798
6031,2024120973,61000043,MINYAK SOLAR,LTR,100,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM- Compactor  02 CAT,2024-12-31,CP 02,Compactor 02,Compactor,1088962.0289746283
6032,2024120972,61000043,MINYAK SOLAR,LTR,200,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM- EXCAVATOR 24 CAT,2024-12-31,Exca 24,Excavator 24,Excavator,2177924.057949257
6033,2024120971,61000043,MINYAK SOLAR,LTR,68,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM- DT 14 KB 8446 VA HINO ,2024-12-31,DT 14,Dump Truck 14,Dump Truck,740494.1797027474
6034,2024120970,61000043,MINYAK SOLAR,LTR,66,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM -DT 37 KB 8411 VB Mitsu,2024-12-31,DT 37,Dump Truck 37,Dump Truck,718714.9391232547
6035,2024120969,61000043,MINYAK SOLAR,LTR,46,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM -DT 42 KB 8414 Mitsubis,2024-12-31,DT 42,Dump Truck 42,Dump Truck,500922.5333283291
6036,2024120968,61000043,MINYAK SOLAR,LTR,58,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM -DT 43 KB 8415 VB Mitsu,2024-12-31,DT 43,Dump Truck 43,Dump Truck,631597.9768052845
6037,2024120967,61000043,MINYAK SOLAR,LTR,50,2024-12-09,2024-12-09,CPO RM S/L,U/ BBM-Mobil KB 8477 VB,2024-12-31,KB 8477 VB,Mobil KB 8477 VB,Mobil,544481.0144873143
6038,2024120966,61000043,MINYAK SOLAR,LTR,58,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM -DT 30  KB 8314 VB Mits,2024-12-31,DT 30,Dump Truck 30,Dump Truck,631597.9768052845
6039,2024120965,61000043,MINYAK SOLAR,LTR,44,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM -DT VL 54 KB 8159 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,479143.2927488365
6040,2024120964,61000043,MINYAK SOLAR,LTR,45,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM -DT VL 48 KB 8059 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,490032.9130385828
6041,2024120963,61000043,MINYAK SOLAR,LTR,72,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM - BIS KB 7015 V SEKOLAH,2024-12-31,KB 7015 V,Mobil KB 7015 V,Mobil,784052.6608617324
6042,2024120962,61000043,MINYAK SOLAR,LTR,85,2024-12-09,2024-12-09,CPO RM S/L,u/ BBM- Mobil KB 8183 VA Hilux,2024-12-31,KB 8183 VB,Mobil KB 8183 VB,Mobil,925617.7246284342
6043,2024120961,61000043,MINYAK SOLAR,LTR,54,2024-12-08,2024-12-08,CPO RM S/L,u/ BBM- DT 22 KB 8049 VA Cante,2024-12-31,DT 22,Dump Truck 22,Dump Truck,588039.4956462993
6044,2024120960,61000043,MINYAK SOLAR,LTR,55,2024-12-08,2024-12-08,CPO RM S/L,u/ BBM- DT 20 KB 8048 VB Cante,2024-12-31,DT 20,Dump Truck 20,Dump Truck,598929.1159360457
6045,2024120959,61000043,MINYAK SOLAR,LTR,30,2024-12-08,2024-12-08,CPO RM S/L,u/ BBM -DT 39 KB 8372 VB Mitsu,2024-12-31,DT 39,Dump Truck 39,Dump Truck,326688.6086923885
6046,2024120956,61000043,MINYAK SOLAR,LTR,100,2024-12-07,2024-12-07,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-12-31,WL 01,Wheel Loader 01,Wheel Loader,1088962.0289746283
6047,2024120949,61000043,MINYAK SOLAR,LTR,72,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM -DT 43 KB 8415 VB Mitsu,2024-12-31,DT 43,Dump Truck 43,Dump Truck,784052.6608617324
6048,2024120948,61000043,MINYAK SOLAR,LTR,44,2024-12-07,2024-12-07,CPO RM S/L,U/ BBM-Mobil Hilux KB 8476 VB,2024-12-31,KB 8476 VB,Mobil KB 8476 VB,Mobil,479143.2927488365
6049,2024120945,61000043,MINYAK SOLAR,LTR,160,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM- Motor Greader 04 CAT,2024-12-31,MG 04,Motor Greader 04,Motor Greader,1742339.2463594056
6050,2024120943,61000043,MINYAK SOLAR,LTR,100,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM- Compactor 04 SAKAI ,2024-12-31,CP 04,Compactor 04,Compactor,1088962.0289746283
6051,2024120942,61000043,MINYAK SOLAR,LTR,170,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM- Motor Greader 06 CAT,2024-12-31,MG 06,Motor Greader 06,Motor Greader,1851235.4492568683
6052,2024120941,61000043,MINYAK SOLAR,LTR,150,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM- Excavator  04 CAT,2024-12-31,Exca 04,Excavator 04,Excavator,1633443.0434619426
6053,2024120940,61000043,MINYAK SOLAR,LTR,100,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM- Compactor  02 CAT,2024-12-31,CP 02,Compactor 02,Compactor,1088962.0289746283
6054,2024120939,61000043,MINYAK SOLAR,LTR,55,2024-12-07,2024-12-07,CPO RM S/L,U/ BBM-Mobil Hilux KB 8890 VA,2024-12-31,KB 8890 VA,Mobil KB 8890 VA,Mobil,598929.1159360457
6055,2024120937,61000043,MINYAK SOLAR,LTR,65,2024-12-07,2024-12-07,CPO RM S/L,U/ BBM-Mobil Hilux KB 8419 VB,2024-12-31,KB 8419 VA,Mobil KB 8419 VA,Mobil,707825.3188335085
6056,2024120936,61000043,MINYAK SOLAR,LTR,79,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM- Backhoe Loader 06 JCB,2024-12-31,BL 06,Backho Loader 06,Backho Loader,860280.0028899565
6057,2024120935,61000043,MINYAK SOLAR,LTR,38,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM -DT 39 KB 8372 VB Mitsu,2024-12-31,DT 39,Dump Truck 39,Dump Truck,413805.5710103588
6058,2024120934,61000043,MINYAK SOLAR,LTR,29,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM -DT 32 KB 8318 VB Mitsu,2024-12-31,DT 32,Dump Truck 32,Dump Truck,315798.98840264225
6059,2024120933,61000043,MINYAK SOLAR,LTR,75,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM- Mobil Hilux KB 8324 VA,2024-12-31,KB 8324 VB,Mobil KB 8324 VB,Mobil,816721.5217309713
6060,2024120932,61000043,MINYAK SOLAR,LTR,33,2024-12-07,2024-12-07,CPO RM S/L,U/ BBM-Mobil Hilux KB 8167 VB,2024-12-31,KB 8167 VB,Mobil KB 8167 VB,Mobil,359357.46956162737
6061,2024120931,61000043,MINYAK SOLAR,LTR,28,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM -DT VL 51 KB 1738 XY,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,304909.368112896
6062,2024120930,61000043,MINYAK SOLAR,LTR,15,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM -DT VL 52 KB 8152 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,163344.30434619426
6063,2024120929,61000043,MINYAK SOLAR,LTR,32,2024-12-07,2024-12-07,CPO RM S/L,u/ BBM -DT VL 56 KB 8156 VB ,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,348467.8492718811
6064,2024120928,61000043,MINYAK SOLAR,LTR,60,2024-12-07,2024-12-07,CPO RM S/L,U/BBM-BECKHOE LOADER 02 PKS CA,2024-12-31,BL 02,Backho Loader 02,Backho Loader,653377.217384777
6065,2024120927,61000043,MINYAK SOLAR,LTR,60,2024-12-07,2024-12-07,CPO RM S/L,U/BBM -DT 34 KB 8336 VB PKS,2024-12-31,DT 34,Dump Truck 34,Dump Truck,653377.217384777
6066,2024120926,61000043,MINYAK SOLAR,LTR,62,2024-12-07,2024-12-07,CPO RM S/L,U/BBM-HILUX KB 8639 VA (GM PKS,2024-12-31,KB 8639 VA,Mobil KB 8639 VA,Mobil,675156.4579642697
6067,2024120925,61000043,MINYAK SOLAR,LTR,71,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT 37 KB 8411 VB Mitsu,2024-12-31,DT 37,Dump Truck 37,Dump Truck,773163.0405719862
6068,2024120924,61000043,MINYAK SOLAR,LTR,35,2024-12-06,2024-12-06,CPO RM S/L,U/ BBM-Mobil Hilux KB 8625 VB,2024-12-31,KB 8625 VB,Mobil KB 8625 VB,Mobil,381136.71014112
6069,2024120923,61000043,MINYAK SOLAR,LTR,70,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- Mobil KB 8234 VA Hilux,2024-12-31,KB 8234 VA,Mobil KB 8234 VA,Mobil,762273.4202822399
6070,2024120922,61000043,MINYAK SOLAR,LTR,240,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- Tractor 16 Tugang III,2024-12-31,WT 16,Wheel Tractor 16,Wheel Tractor,2613508.869539108
6071,2024120921,61000043,MINYAK SOLAR,LTR,69,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT 24 KB 8310 VB Mitsu,2024-12-31,DT 24,Dump Truck 24,Dump Truck,751383.7999924936
6072,2024120920,61000043,MINYAK SOLAR,LTR,63,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- EXCAVATOR 21 ,2024-12-31,Exca 11,Excavator 11,Excavator,686046.0782540159
6073,2024120919,61000043,MINYAK SOLAR,LTR,77,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- EXCAVATOR 18 Tugang II,2024-12-31,Exca 18,Excavator Mini 18,Excavator Mini,838500.7623104639
6074,2024120918,61000043,MINYAK SOLAR,LTR,49,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- EXCAVATOR MINI 23 ,2024-12-31,Exca 23,Excavator Mini 23,Excavator Mini,533591.394197568
6075,2024120917,61000043,MINYAK SOLAR,LTR,49,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- Backhoe Loader 05 JCB,2024-12-31,BL 05,Backho Loader 05,Backho Loader,533591.394197568
6076,2024120916,61000043,MINYAK SOLAR,LTR,21,2024-12-06,2024-12-06,CPO RM S/L,U/ BBM-quik 02,2024-12-31,QT 02,Quick Tractor 02,Quick Tractor,228682.026084672
6077,2024120915,61000043,MINYAK SOLAR,LTR,240,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- Tractor 06 DIV V Tugan,2024-12-31,WT 06,Wheel Tractor 06,Wheel Tractor,2613508.869539108
6078,2024120914,61000043,MINYAK SOLAR,LTR,168,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM-Bulldozer 01 ,2024-12-31,BD 01,Buldozer 01,Bulldozer,1829456.208677376
6079,2024120913,61000043,MINYAK SOLAR,LTR,103,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- EXCAVATOR 17 Tugang,2024-12-31,Exca 17,Excavator 17,Excavator,1121630.8898438674
6080,2024120912,61000043,MINYAK SOLAR,LTR,75,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- Backhoe Loader 06 JCB,2024-12-31,BL 06,Backho Loader 06,Backho Loader,816721.5217309713
6081,2024120911,61000043,MINYAK SOLAR,LTR,220,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- Excavator 07 CAT,2024-12-31,Exca 07,Excavator 07,Excavator,2395716.4637441826
6082,2024120910,61000043,MINYAK SOLAR,LTR,260,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- EXCAVATOR 24 CAT,2024-12-31,Exca 24,Excavator 24,Excavator,2831301.275334034
6083,2024120909,61000043,MINYAK SOLAR,LTR,43,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT 32 KB 8318 VB Mitsu,2024-12-31,DT 32,Dump Truck 32,Dump Truck,468253.67245909024
6084,2024120908,61000043,MINYAK SOLAR,LTR,68,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT 39 KB 8372 VB Mitsu,2024-12-31,DT 39,Dump Truck 39,Dump Truck,740494.1797027474
6085,2024120907,61000043,MINYAK SOLAR,LTR,60,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT 30  KB 8314 VB Mits,2024-12-31,DT 30,Dump Truck 30,Dump Truck,653377.217384777
6086,2024120906,61000043,MINYAK SOLAR,LTR,45,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT 31 KB 8316 VB Mitsu,2024-12-31,DT 31,Dump Truck 31,Dump Truck,490032.9130385828
6087,2024120905,61000043,MINYAK SOLAR,LTR,48,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- DT 22 KB 8049 VA Cante,2024-12-31,DT 22,Dump Truck 22,Dump Truck,522701.7739078216
6088,2024120904,61000043,MINYAK SOLAR,LTR,50,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- DT 20 KB 8048 VB Cante,2024-12-31,DT 20,Dump Truck 20,Dump Truck,544481.0144873143
6089,2024120903,61000043,MINYAK SOLAR,LTR,55,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT 33 KB 8311 VB Mitsu,2024-12-31,DT 33,Dump Truck 33,Dump Truck,598929.1159360457
6090,2024120902,61000043,MINYAK SOLAR,LTR,66,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- DT 15 KB 8660 VA HINO ,2024-12-31,DT 15,Dump Truck 15,Dump Truck,718714.9391232547
6091,2024120901,61000043,MINYAK SOLAR,LTR,120,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- Compactor  02 CAT,2024-12-31,CP 02,Compactor 02,Compactor,1306754.434769554
6092,2024120900,61000043,MINYAK SOLAR,LTR,130,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- Motor Greader 04 CAT,2024-12-31,MG 04,Motor Greader 04,Motor Greader,1415650.637667017
6093,2024120899,61000043,MINYAK SOLAR,LTR,45,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM- Mobil Hilux SC KB 8461,2024-12-31,KB 8461 VB,Mobil KB 8461 VB,Mobil,490032.9130385828
6094,2024120898,61000043,MINYAK SOLAR,LTR,50,2024-12-06,2024-12-06,CPO RM S/L,U/ BBM-Mobil Hilux KB 8183 VB,2024-12-31,KB 8183 VB,Mobil KB 8183 VB,Mobil,544481.0144873143
6095,2024120897,61000043,MINYAK SOLAR,LTR,40,2024-12-06,2024-12-06,CPO RM S/L,U/ BBM-Mobil KB 8477 VB,2024-12-31,KB 8477 VB,Mobil KB 8477 VB,Mobil,435584.8115898514
6096,2024120896,61000043,MINYAK SOLAR,LTR,33,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT VL 54 KB 8159 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,359357.46956162737
6097,2024120895,61000043,MINYAK SOLAR,LTR,42,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT VL 56 KB 8156 VB ,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,457364.0521693439
6098,2024120894,61000043,MINYAK SOLAR,LTR,23,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT VL 52 KB 8152 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,250461.26666416452
6099,2024120893,61000043,MINYAK SOLAR,LTR,45,2024-12-06,2024-12-06,CPO RM S/L,u/ BBM -DT VL 48 KB 8059 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,490032.9130385828
6100,2024120892,61000043,MINYAK SOLAR,LTR,100,2024-12-06,2024-12-06,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-12-31,WL 01,Wheel Loader 01,Wheel Loader,1088962.0289746283
6101,2024120891,61000043,MINYAK SOLAR,LTR,100,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM- Compactor  02 CAT,2024-12-31,CP 02,Compactor 02,Compactor,1088962.0289746283
6102,2024120890,61000043,MINYAK SOLAR,LTR,150,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM- Motor Greader 04 CAT,2024-12-31,MG 04,Motor Greader 04,Motor Greader,1633443.0434619426
6103,2024120889,61000043,MINYAK SOLAR,LTR,100,2024-12-05,2024-12-05,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-12-31,WL 01,Wheel Loader 01,Wheel Loader,1088962.0289746283
6104,2024120888,61000043,MINYAK SOLAR,LTR,50,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT 31 KB 8316 VB Mitsu,2024-12-31,DT 31,Dump Truck 31,Dump Truck,544481.0144873143
6105,2024120887,61000043,MINYAK SOLAR,LTR,44,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT 32 KB 8318 VB Mitsu,2024-12-31,DT 32,Dump Truck 32,Dump Truck,479143.2927488365
6106,2024120886,61000043,MINYAK SOLAR,LTR,76,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT 44 KB 8416 VB Mitsu,2024-12-31,DT 44,Dump Truck 44,Dump Truck,827611.1420207176
6107,2024120885,61000043,MINYAK SOLAR,LTR,90,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM- Tronton mini 02 KB 866,2024-12-31,DT 19,Dump Truck 19,Dump Truck,980065.8260771655
6108,2024120884,61000043,MINYAK SOLAR,LTR,58,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT 43 KB 8415 VB Mitsu,2024-12-31,DT 43,Dump Truck 43,Dump Truck,631597.9768052845
6109,2024120883,61000043,MINYAK SOLAR,LTR,69,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT 42 KB 8414 Mitsubis,2024-12-31,DT 42,Dump Truck 42,Dump Truck,751383.7999924936
6110,2024120882,61000043,MINYAK SOLAR,LTR,60,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM- DT 20 KB 8048 VB Cante,2024-12-31,DT 20,Dump Truck 20,Dump Truck,653377.217384777
6111,2024120881,61000043,MINYAK SOLAR,LTR,54,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM- DT 14 KB 8446 VA HINO,2024-12-31,DT 14,Dump Truck 14,Dump Truck,588039.4956462993
6112,2024120880,61000043,MINYAK SOLAR,LTR,60,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM- Backhoe Loader 06 JCB,2024-12-31,BL 06,Backho Loader 06,Backho Loader,653377.217384777
6113,2024120879,61000043,MINYAK SOLAR,LTR,44,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM- DT 15 KB 8660 VA HINO,2024-12-31,DT 15,Dump Truck 15,Dump Truck,479143.2927488365
6114,2024120878,61000043,MINYAK SOLAR,LTR,23,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT VL 51 KB 1738 XY,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,250461.26666416452
6115,2024120877,61000043,MINYAK SOLAR,LTR,50,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT VL 54 KB 8159 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,544481.0144873143
6116,2024120876,61000043,MINYAK SOLAR,LTR,55,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT VL 56 KB 8156 VB ,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,598929.1159360457
6117,2024120875,61000043,MINYAK SOLAR,LTR,50,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT VL 49 KB 8058 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,544481.0144873143
6118,2024120874,61000043,MINYAK SOLAR,LTR,17,2024-12-05,2024-12-05,CPO RM S/L,u/ BBM -DT VL 52 KB 8152 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,185123.54492568685
6119,2024120873,61000043,MINYAK SOLAR,LTR,55,2024-12-05,2024-12-05,CPO RM S/L,U/ BBM-Mobil KB 8638 VB,2024-12-31,KB 8638 VA,Mobil KB 8638 VA,Mobil,598929.1159360457
6120,2024120872,61000043,MINYAK SOLAR,LTR,45,2024-12-05,2024-12-05,CPO RM S/L,U/ BBM-Mobil KB 8638 VB,2024-12-31,KB 8638 VA,Mobil KB 8638 VA,Mobil,490032.9130385828
6121,2024120871,61000043,MINYAK SOLAR,LTR,80,2024-12-05,2024-12-05,CPO RM S/L,U/BBM-BECKHOE LOADER 02 PKS CA,2024-12-31,BL 02,Backho Loader 02,Backho Loader,871169.6231797028
6122,2024120870,61000043,MINYAK SOLAR,LTR,70,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM- Compactor 04 SAKAI ,2024-12-31,CP 04,Compactor 04,Compactor,762273.4202822399
6123,2024120869,61000043,MINYAK SOLAR,LTR,150,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM- Motor Greader 06 CAT,2024-12-31,MG 06,Motor Greader 06,Motor Greader,1633443.0434619426
6124,2024120868,61000043,MINYAK SOLAR,LTR,150,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM- EXCAVATOR 24 CAT,2024-12-31,Exca 24,Excavator 24,Excavator,1633443.0434619426
6125,2024120867,61000043,MINYAK SOLAR,LTR,140,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM- Motor Greader 04 CAT,2024-12-31,MG 04,Motor Greader 04,Motor Greader,1524546.8405644798
6126,2024120866,61000043,MINYAK SOLAR,LTR,120,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM- Compactor  02 CAT,2024-12-31,CP 02,Compactor 02,Compactor,1306754.434769554
6127,2024120865,61000043,MINYAK SOLAR,LTR,55,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM- DT 15 KB 8660 VA HINO,2024-12-31,DT 15,Dump Truck 15,Dump Truck,598929.1159360457
6128,2024120864,61000043,MINYAK SOLAR,LTR,39,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT 43 KB 8415 VB Mitsu,2024-12-31,DT 43,Dump Truck 43,Dump Truck,424695.191300105
6129,2024120863,61000043,MINYAK SOLAR,LTR,44,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT 31 KB 8316 VB Mitsu,2024-12-31,DT 31,Dump Truck 31,Dump Truck,479143.2927488365
6130,2024120862,61000043,MINYAK SOLAR,LTR,48,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT 30  KB 8314 VB Mits,2024-12-31,DT 30,Dump Truck 30,Dump Truck,522701.7739078216
6131,2024120861,61000043,MINYAK SOLAR,LTR,65,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT 32 KB 8318 VB Mitsu,2024-12-31,DT 32,Dump Truck 32,Dump Truck,707825.3188335085
6132,2024120860,61000043,MINYAK SOLAR,LTR,33,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT VL 49 KB 8058 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,359357.46956162737
6133,2024120859,61000043,MINYAK SOLAR,LTR,40,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT 45 KB 8412 VB Mitsu,2024-12-31,DT 45,Dump Truck 45,Dump Truck,435584.8115898514
6134,2024120844,61000043,MINYAK SOLAR,LTR,21,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT VL 52 KB 8152 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,228682.026084672
6135,2024120843,61000043,MINYAK SOLAR,LTR,24,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT VL 54 KB 8159 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,261350.8869539108
6136,2024120836,61000043,MINYAK SOLAR,LTR,26,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT VL 56 KB 8156 VB ,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,283130.1275334034
6137,2024120835,61000043,MINYAK SOLAR,LTR,38,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM -DT VL 51 KB 1738 XY,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,413805.5710103588
6138,2024120829,61000043,MINYAK SOLAR,LTR,50,2024-12-04,2024-12-04,CPO RM S/L,u/ BBM- Mobil KB 8417 VA Hilux,2024-12-31,KB 8417 VA,Mobil KB 8417 VA,Mobil,544481.0144873143
6139,2024120828,61000043,MINYAK SOLAR,LTR,40,2024-12-04,2024-12-04,CPO RM S/L,U/ BBM-Mobil Hilux KB 8183 VB,2024-12-31,KB 8183 VB,Mobil KB 8183 VB,Mobil,435584.8115898514
6140,2024120827,61000043,MINYAK SOLAR,LTR,15,2024-12-04,2024-12-04,CPO RM S/L,Umum U/Mesin Jet Cleaner,2024-12-31,Lainnya,Lainnya,Lain - Lain,163344.30434619426
6141,2024120826,61000043,MINYAK SOLAR,LTR,400,2024-12-04,2024-12-04,CPO RM S/L,Genset no 3 PKS(4579),2024-12-31,PKS,PKS,Lain - Lain,4355848.115898514
6142,2024120825,61000043,MINYAK SOLAR,LTR,400,2024-12-04,2024-12-04,CPO RM S/L,Genset no 1 PKS(4579),2024-12-31,PKS,PKS,Lain - Lain,4355848.115898514
6143,2024120802,61000043,MINYAK SOLAR,LTR,60,2024-12-03,2024-12-03,CPO RM S/L,U/BBM -DT 34 KB 8336 VB PKS,2024-12-31,DT 34,Dump Truck 34,Dump Truck,653377.217384777
6144,2024120801,61000043,MINYAK SOLAR,LTR,100,2024-12-03,2024-12-03,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-12-31,WL 01,Wheel Loader 01,Wheel Loader,1088962.0289746283
6145,2024120800,61000043,MINYAK SOLAR,LTR,178,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- Genset 16 ,2024-12-31,Genset 16,Genset 5 KVA Mess Melamor,Genset,1938352.411574839
