id,i_no,material_code,name,unit,i_qty,i_date,post_date,stor_loct,desc,bulan,no_unit,nama_unit,kelompok_unit,biaya_bbm
126,2024094138,61000043,MINYAK SOLAR,LTR,160,2024-09-26,2024-09-26,CPO RM S/L,u/ BBM- Motor Greader 06 CATER,2024-09-30,MG 06,Motor Greader 06,Motor Greader,1807635.0170165887
127,2024094137,61000043,MINYAK SOLAR,LTR,250,2024-09-26,2024-09-26,CPO RM S/L,u/ BBM- Excavator 05 CATERPILL,2024-09-30,Exca 05,Excavator 05,Excavator,2824429.7140884204
128,2024094136,61000043,MINYAK SOLAR,LTR,102,2024-09-26,2024-09-26,CPO RM S/L,u/ BBM- EXCAVATOR 17 Tugang,2024-09-30,Exca 17,Excavator 17,Excavator,1152367.3233480756
129,2024094135,61000043,MINYAK SOLAR,LTR,60,2024-09-26,2024-09-26,CPO RM S/L,U/ BBM-Mobil KB 8477 VB,2024-09-30,KB 8477 VB,Mobil KB 8477 VB,Mobil,677863.1313812209
130,2024094134,61000043,MINYAK SOLAR,LTR,60,2024-09-26,2024-09-26,CPO RM S/L,u/ BBM- Compactor  02 CATERPIL,2024-09-30,CP 02,Compactor 02,Compactor,677863.1313812209
131,2024094133,61000043,MINYAK SOLAR,LTR,104,2024-09-26,2024-09-26,CPO RM S/L,u/ BBM- Backhoe Loader 07 JCB,2024-09-30,BL 07,Backho Loader 07,Backho Loader,1174962.761060783
132,2024094132,61000043,MINYAK SOLAR,LTR,200,2024-09-26,2024-09-26,CPO RM S/L,u/ BBM- Motor Greader 05 KOMAT,2024-09-30,MG 05,Motor Greader 05,Motor Greader,2259543.7712707366
133,2024094131,61000043,MINYAK SOLAR,LTR,64,2024-09-26,2024-09-26,CPO RM S/L,U/ BBM-Mobil Hilux KB 8892 VA,2024-09-30,KB 8892 VA,Mobil KB 8892 VA,Mobil,723054.0068066356
134,2024094130,61000043,MINYAK SOLAR,LTR,300,2024-09-26,2024-09-26,CPO RM S/L,Genset no 2 PKS(4879),2024-09-30,PKS,PKS,Lain - Lain,3389315.6569061046
135,2024094129,61000043,MINYAK SOLAR,LTR,100,2024-09-26,2024-09-26,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-09-30,WL 01,Wheel Loader 01,Wheel Loader,1129771.8856353683
136,2024094128,61000043,MINYAK SOLAR,LTR,50,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Tractor 07 Melamor III,2024-09-30,WT 07,Wheel Tractor 07,Wheel Tractor,564885.9428176841
137,2024094127,61000043,MINYAK SOLAR,LTR,39,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 26 KB 209 XY Mitsub,2024-09-30,DT 26,Dump Truck 26,Dump Truck,440611.0353977936
138,2024094126,61000043,MINYAK SOLAR,LTR,44,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Tractor 21 Melamor III,2024-09-30,WT 21,Wheel Tractor 21,Wheel Tractor,497099.629679562
139,2024094125,61000043,MINYAK SOLAR,LTR,65,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Mobil KB 1582 VA ,2024-09-30,KB 1582 VA,Mobil KB 1582 VA,Mobil,734351.7256629893
140,2024094124,61000043,MINYAK SOLAR,LTR,48,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 25  KB 8312 VB Mits,2024-09-30,DT 25,Dump Truck 25,Dump Truck,542290.5051049767
141,2024094123,61000043,MINYAK SOLAR,LTR,35,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 32 KB 8318 VB Mitsu,2024-09-30,DT 32,Dump Truck 32,Dump Truck,395420.15997237887
142,2024094122,61000043,MINYAK SOLAR,LTR,33,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 31 KB 8316 VB Mitsu,2024-09-30,DT 31,Dump Truck 31,Dump Truck,372824.7222596715
143,2024094121,61000043,MINYAK SOLAR,LTR,45,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 44 KB 8416 VB Mitsu,2024-09-30,DT 44,Dump Truck 44,Dump Truck,508397.34853591566
144,2024094120,61000043,MINYAK SOLAR,LTR,200,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -Tronton 01 KB 641 XX,2024-09-30,TR 01,Tronton 01,Tronton,2259543.7712707366
145,2024094119,61000043,MINYAK SOLAR,LTR,63,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- DT 22 KB 8049 VA Cante,2024-09-30,DT 22,Dump Truck 22,Dump Truck,711756.287950282
146,2024094118,61000043,MINYAK SOLAR,LTR,75,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- DT 16 KB 8663 VA HINO,2024-09-30,DT 16,Dump Truck 16,Dump Truck,847328.9142265262
147,2024094117,61000043,MINYAK SOLAR,LTR,58,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 40 KB 8410 VB Mitsu,2024-09-30,DT 40,Dump Truck 40,Dump Truck,655267.6936685136
148,2024094116,61000043,MINYAK SOLAR,LTR,65,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Mobil Hilux KB 8324 VA,2024-09-30,KB 8324 VB,Mobil KB 8324 VB,Mobil,734351.7256629893
149,2024094114,61000043,MINYAK SOLAR,LTR,55,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 37 KB 8411 VB Mitsu,2024-09-30,DT 37,Dump Truck 37,Dump Truck,621374.5370994525
150,2024094113,61000043,MINYAK SOLAR,LTR,82,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 33 KB 8311 VB Mitsu,2024-09-30,DT 33,Dump Truck 33,Dump Truck,926412.946221002
151,2024094112,61000043,MINYAK SOLAR,LTR,77,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- DT 08 KB 8439 VA HINO,2024-09-30,DT 08,Dump Truck 08,Dump Truck,869924.3519392335
152,2024094111,61000043,MINYAK SOLAR,LTR,77,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Backhoe Loader 05 JCB,2024-09-30,BL 05,Backho Loader 05,Backho Loader,869924.3519392335
153,2024094110,61000043,MINYAK SOLAR,LTR,49,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- EXCAVATOR MINI 23 Tuga,2024-09-30,Exca 23,Excavator Mini 23,Excavator Mini,553588.2239613304
154,2024094109,61000043,MINYAK SOLAR,LTR,76,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 28 KB 8317 VB Mitsu,2024-09-30,DT 28,Dump Truck 28,Dump Truck,858626.6330828798
155,2024094108,61000043,MINYAK SOLAR,LTR,87,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 24 KB 8310 VB Mitsu,2024-09-30,DT 24,Dump Truck 24,Dump Truck,982901.5405027705
156,2024094107,61000043,MINYAK SOLAR,LTR,96,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- EXCAVATOR 12  PAM,2024-09-30,Exca 12 PT. PAM,Excavator Mini 12 PT. PAM,Excavator Mini,1084581.0102099534
157,2024094106,61000043,MINYAK SOLAR,LTR,49,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- EXCAVATOR 18 Tugang II,2024-09-30,Exca 18,Excavator Mini 18,Excavator Mini,553588.2239613304
158,2024094105,61000043,MINYAK SOLAR,LTR,66,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -BIN 03 KB 8340 VB Cant,2024-09-30,BIN 03,BIN System 03,BIN System,745649.444519343
159,2024094104,61000043,MINYAK SOLAR,LTR,46,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM -DT 45 KB 8412 VB Mitsu,2024-09-30,DT 45,Dump Truck 45,Dump Truck,519695.0673922694
160,2024094103,61000043,MINYAK SOLAR,LTR,60,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- DT 13 KB 8445 VA HINO,2024-09-30,DT 13,Dump Truck 13,Dump Truck,677863.1313812209
161,2024094102,61000043,MINYAK SOLAR,LTR,49,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- EXCAVATOR 22 305 5E2,2024-09-30,Exca 22,Excavator Mini 22,Excavator Mini,553588.2239613304
162,2024094101,61000043,MINYAK SOLAR,LTR,103,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- EXCAVATOR 17 Tugang ,2024-09-30,Exca 17,Excavator 17,Excavator,1163665.0422044292
163,2024094100,61000043,MINYAK SOLAR,LTR,110,2024-09-25,2024-09-25,CPO RM S/L,U/ BBM- GENSET 220 KVA KANTOR ,2024-09-30,Genset 29,Genset 220 KVA Tugang,Genset,1242749.074198905
164,2024094099,61000043,MINYAK SOLAR,LTR,77,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Genset 04 25 KVA,2024-09-30,Genset 04,Genset 25 KVA Mess Melamor,Genset,869924.3519392335
165,2024094098,61000043,MINYAK SOLAR,LTR,200,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Excavator  04 CATERPIL,2024-09-30,Exca 04,Excavator 04,Excavator,2259543.7712707366
166,2024094097,61000043,MINYAK SOLAR,LTR,120,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Backhoe Loader 06 JCB,2024-09-30,BL 06,Backho Loader 06,Backho Loader,1355726.2627624418
167,2024094096,61000043,MINYAK SOLAR,LTR,68,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Tractor 09  Melamor II,2024-09-30,WT 09,Wheel Tractor 09,Wheel Tractor,768244.8822320504
168,2024094095,61000043,MINYAK SOLAR,LTR,59,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Tractor 17 Melamor II,2024-09-30,WT 17,Wheel Tractor 17,Wheel Tractor,666565.4125248672
169,2024094093,61000043,MINYAK SOLAR,LTR,150,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Compactor  05  CATERPI,2024-09-30,CP 05,Compactor 05,Compactor,1694657.8284530523
170,2024094092,61000043,MINYAK SOLAR,LTR,165,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- EXCAVATOR 20 305 5E2,2024-09-30,Exca 20,Excavator Mini 20,Excavator Mini,1864123.6112983576
171,2024094091,61000043,MINYAK SOLAR,LTR,180,2024-09-25,2024-09-25,CPO RM S/L,u/ BBM- Excavator 06 CATERPILL,2024-09-30,Exca 06,Excavator 06,Excavator,2033589.3941436624
172,2024094090,61000043,MINYAK SOLAR,LTR,20,2024-09-24,2024-09-24,CPO RM S/L,U/ BBM- GST 23 3KVA DIV I TUGA,2024-09-30,Genset 23,Genset 3 KVA Barak F10 Div 1 Barat,Genset,225954.37712707365
173,2024094089,61000043,MINYAK SOLAR,LTR,60,2024-09-24,2024-09-24,CPO RM S/L,U/ BBM-Mobil KB 8626 VB,2024-09-30,KB 8626 VB,Mobil KB 8626 VB,Mobil,677863.1313812209
174,2024094088,61000043,MINYAK SOLAR,LTR,60,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Mobil KB 8638 VA Hilux,2024-09-30,KB 8638 VA,Mobil KB 8638 VA,Mobil,677863.1313812209
175,2024094087,61000043,MINYAK SOLAR,LTR,66,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Mobil KB 8234 VA Hilux,2024-09-30,KB 8234 VA,Mobil KB 8234 VA,Mobil,745649.444519343
176,2024094086,61000043,MINYAK SOLAR,LTR,55,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Mini Tronton KB 8661 V,2024-09-30,DT 19,Dump Truck 19,Dump Truck,621374.5370994525
177,2024094085,61000043,MINYAK SOLAR,LTR,55,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM -DT 32 KB 8318 VB Mitsu,2024-09-30,DT 32,Dump Truck 32,Dump Truck,621374.5370994525
178,2024094084,61000043,MINYAK SOLAR,LTR,45,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- DT 14 KB 8446 VA HINO ,2024-09-30,DT 14,Dump Truck 14,Dump Truck,508397.34853591566
179,2024094083,61000043,MINYAK SOLAR,LTR,55,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM -DT 31 KB 8316 VB Mitsu,2024-09-30,DT 31,Dump Truck 31,Dump Truck,621374.5370994525
180,2024094082,61000043,MINYAK SOLAR,LTR,25,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM -DT 39 KB 8372 VB Mitsu,2024-09-30,DT 39,Dump Truck 39,Dump Truck,282442.9714088421
181,2024094081,61000043,MINYAK SOLAR,LTR,27,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM -DT 27 KB 8313 VB Mitsu,2024-09-30,DT 27,Dump Truck 27,Dump Truck,305038.4091215494
182,2024094080,61000043,MINYAK SOLAR,LTR,97,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- EXCAVATOR 17 Tugang I,2024-09-30,Exca 17,Excavator 17,Excavator,1095878.7290663072
183,2024094079,61000043,MINYAK SOLAR,LTR,77,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Backhoe Loader 05 JCB,2024-09-30,BL 05,Backho Loader 05,Backho Loader,869924.3519392335
184,2024094078,61000043,MINYAK SOLAR,LTR,77,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- EXCAVATOR 18 Tugang II,2024-09-30,Exca 18,Excavator Mini 18,Excavator Mini,869924.3519392335
185,2024094077,61000043,MINYAK SOLAR,LTR,49,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- EXCAVATOR MINI 23 Tuga,2024-09-30,Exca 23,Excavator Mini 23,Excavator Mini,553588.2239613304
186,2024094076,61000043,MINYAK SOLAR,LTR,74,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- DT 18 KB 8664 VA HINO,2024-09-30,DT 18,Dump Truck 18,Dump Truck,836031.1953701725
187,2024094075,61000043,MINYAK SOLAR,LTR,255,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Genset 03 35 KVA ,2024-09-30,Genset 03,Genset 35 KVA Div 1 Timur,Genset,2880918.308370189
188,2024094074,61000043,MINYAK SOLAR,LTR,287,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Genset 10 25 KVA - mel,2024-09-30,Genset 10,Genset 25 KVA G10 Staff,Genset,3242445.311773507
189,2024094073,61000043,MINYAK SOLAR,LTR,165,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- EXCAVATOR 11 CAT 313,2024-09-30,Exca 11 PT. PAM,Excavator Mini 11 PT. PAM,Excavator Mini,1864123.6112983576
190,2024094072,61000043,MINYAK SOLAR,LTR,64,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- GST 22 5 KVA  MELAMOR ,2024-09-30,Genset 22,Genset 5 KVA Div 1a Timur,Genset,723054.0068066356
191,2024094071,61000043,MINYAK SOLAR,LTR,48,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM -DT 30  KB 8314 VB Mits,2024-09-30,DT 30,Dump Truck 30,Dump Truck,542290.5051049767
192,2024094070,61000043,MINYAK SOLAR,LTR,50,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Mobil KB 8417 VA Hilux,2024-09-30,KB 8417 VA,Mobil KB 8417 VA,Mobil,564885.9428176841
193,2024094069,61000043,MINYAK SOLAR,LTR,28,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Mobil  KB 8418 VA Hilu,2024-09-30,KB 8418 VA,Mobil KB 8418 VA,Mobil,316336.1279779031
194,2024094068,61000043,MINYAK SOLAR,LTR,150,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- EXCAVATOR 24 CAT 323,2024-09-30,Exca 24,Excavator 24,Excavator,1694657.8284530523
195,2024094067,61000043,MINYAK SOLAR,LTR,200,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM-Bulldozer 04,2024-09-30,BD 04,Buldozer 04,Bulldozer,2259543.7712707366
196,2024094066,61000043,MINYAK SOLAR,LTR,60,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Compactor 04 SAKAI ,2024-09-30,CP 04,Compactor 04,Compactor,677863.1313812209
197,2024094065,61000043,MINYAK SOLAR,LTR,65,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM- Mobil KB 8890 VA Hilux,2024-09-30,KB 8890 VA,Mobil KB 8890 VA,Mobil,734351.7256629893
198,2024094064,61000043,MINYAK SOLAR,LTR,28,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM -DT 26 KB 209 XY Mitsub,2024-09-30,DT 26,Dump Truck 26,Dump Truck,316336.1279779031
199,2024094063,61000043,MINYAK SOLAR,LTR,70,2024-09-24,2024-09-24,CPO RM S/L,u/ BBM - BIS KB 7015 V SEKOLAH,2024-09-30,KB 7015 V,Mobil KB 7015 V,Mobil,790840.3199447577
200,2024094062,61000043,MINYAK SOLAR,LTR,80,2024-09-24,2024-09-24,CPO RM S/L,U/BBM-BECKHOE LOADER 02 PKS CA,2024-09-30,BL 02,Backho Loader 02,Backho Loader,903817.5085082946
201,2024094061,61000043,MINYAK SOLAR,LTR,100,2024-09-24,2024-09-24,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-09-30,WL 01,Wheel Loader 01,Wheel Loader,1129771.8856353683
202,2024094060,61000043,MINYAK SOLAR,LTR,50,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Mobil KB 8638 VA Hilux,2024-09-30,KB 8638 VA,Mobil KB 8638 VA,Mobil,564885.9428176841
203,2024094059,61000043,MINYAK SOLAR,LTR,40,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM -DT 26 KB 209 XY Mitsub,2024-09-30,DT 26,Dump Truck 26,Dump Truck,451908.7542541473
204,2024094058,61000043,MINYAK SOLAR,LTR,40,2024-09-23,2024-09-23,CPO RM S/L,U/ BBM-Mobil KB 8477 VB,2024-09-30,KB 8477 VB,Mobil KB 8477 VB,Mobil,451908.7542541473
205,2024094057,61000043,MINYAK SOLAR,LTR,33,2024-09-23,2024-09-23,CPO RM S/L,U/ BBM-Mobil Hilux KB 8625 VB,2024-09-30,KB 8625 VB,Mobil KB 8625 VB,Mobil,372824.7222596715
206,2024094056,61000043,MINYAK SOLAR,LTR,240,2024-09-23,2024-09-23,CPO RM S/L,U/ BBM-Genset 26 35 KVA,2024-09-30,Genset 26,Genset â€¦.. KVA ETG Div 3,Genset,2711452.5255248835
207,2024094055,61000043,MINYAK SOLAR,LTR,65,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Mobil KB 1582 V,2024-09-30,KB 1582 VA,Mobil KB 1582 VA,Mobil,734351.7256629893
208,2024094054,61000043,MINYAK SOLAR,LTR,46,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM -DT 42 KB 8414 Mitsubis,2024-09-30,DT 42,Dump Truck 42,Dump Truck,519695.0673922694
209,2024094053,61000043,MINYAK SOLAR,LTR,70,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- DT 20 KB 8048 VB Cante,2024-09-30,DT 20,Dump Truck 20,Dump Truck,790840.3199447577
210,2024094052,61000043,MINYAK SOLAR,LTR,40,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM -DT 39 KB 8372 VB Mitsu,2024-09-30,DT 39,Dump Truck 39,Dump Truck,451908.7542541473
211,2024094051,61000043,MINYAK SOLAR,LTR,63,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- DT 15 KB 8660 VA HINO,2024-09-30,DT 15,Dump Truck 15,Dump Truck,711756.287950282
212,2024094050,61000043,MINYAK SOLAR,LTR,160,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- EXCAVATOR 24 CAT 323,2024-09-30,Exca 24,Excavator 24,Excavator,1807635.0170165887
213,2024094048,61000043,MINYAK SOLAR,LTR,200,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM-Bulldozer 04,2024-09-30,BD 04,Buldozer 04,Bulldozer,2259543.7712707366
214,2024094047,61000043,MINYAK SOLAR,LTR,36,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Tractor 21 Melamor III,2024-09-30,WT 21,Wheel Tractor 21,Wheel Tractor,406717.8788287325
215,2024094046,61000043,MINYAK SOLAR,LTR,50,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Tractor 07 Melamor III,2024-09-30,WT 07,Wheel Tractor 07,Wheel Tractor,564885.9428176841
216,2024094045,61000043,MINYAK SOLAR,LTR,62,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- GENSET 21 MELAMOR III,2024-09-30,Genset 21,Genset 10 KVA Div 2b Timur,Genset,700458.5690939283
217,2024094044,61000043,MINYAK SOLAR,LTR,75,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- DT 08 KB 8439 VA HINO,2024-09-30,DT 08,Dump Truck 08,Dump Truck,847328.9142265262
218,2024094043,61000043,MINYAK SOLAR,LTR,160,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Tractor 04 Melamor IV,2024-09-30,WT 04,Wheel Tractor 04,Wheel Tractor,1807635.0170165887
219,2024094042,61000043,MINYAK SOLAR,LTR,74,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Genset 20 10 KVA  IV M,2024-09-30,Genset 20,Genset 10 KVA Div 2a Timur,Genset,836031.1953701725
220,2024094041,61000043,MINYAK SOLAR,LTR,62,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM -DT 25  KB 8312 VB Mits,2024-09-30,DT 25,Dump Truck 25,Dump Truck,700458.5690939283
221,2024094040,61000043,MINYAK SOLAR,LTR,192,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM-Bulldozer 01 ,2024-09-30,BD 01,Buldozer 01,Bulldozer,2169162.020419907
222,2024094039,61000043,MINYAK SOLAR,LTR,88,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Motor Greader 03 CATER,2024-09-30,MG 03,Motor Greader 03,Motor Greader,994199.259359124
223,2024094038,61000043,MINYAK SOLAR,LTR,77,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- EXCAVATOR 18 Tugang II,2024-09-30,Exca 18,Excavator Mini 18,Excavator Mini,869924.3519392335
224,2024094036,61000043,MINYAK SOLAR,LTR,70,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- EXCAVATOR MINI 23 Tuga,2024-09-30,Exca 23,Excavator Mini 23,Excavator Mini,790840.3199447577
225,2024094035,61000043,MINYAK SOLAR,LTR,55,2024-09-23,2024-09-23,CPO RM S/L,U/ BBM-Mobil Hilux KB 8476 VB,2024-09-30,KB 8476 VB,Mobil KB 8476 VB,Mobil,621374.5370994525
226,2024094034,61000043,MINYAK SOLAR,LTR,150,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Compactor  05  CATERPI,2024-09-30,CP 05,Compactor 05,Compactor,1694657.8284530523
227,2024094033,61000043,MINYAK SOLAR,LTR,210,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Excavator 06 CATERPILL,2024-09-30,Exca 06,Excavator 06,Excavator,2372520.959834273
228,2024094032,61000043,MINYAK SOLAR,LTR,66,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM -BIN 03 KB 8340 VB Cant,2024-09-30,BIN 03,BIN System 03,BIN System,745649.444519343
229,2024094031,61000043,MINYAK SOLAR,LTR,29,2024-09-23,2024-09-23,CPO RM S/L,U/ BBM-quik 03,2024-09-30,QT 03,Quick Tractor 03,Quick Tractor,327633.8468342568
230,2024094030,61000043,MINYAK SOLAR,LTR,22,2024-09-23,2024-09-23,CPO RM S/L,U/ BBM-quik 02,2024-09-30,QT 02,Quick Tractor 02,Quick Tractor,248549.814839781
231,2024094029,61000043,MINYAK SOLAR,LTR,112,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM GENSET 19 150 KVA ,2024-09-30,Genset 19,Genset 150 KVA Tugang,Genset,1265344.5119116125
232,2024094028,61000043,MINYAK SOLAR,LTR,120,2024-09-23,2024-09-23,CPO RM S/L,U/ BBM- GENSET 220 KVA KANTOR ,2024-09-30,Genset 29,Genset 220 KVA Tugang,Genset,1355726.2627624418
233,2024094027,61000043,MINYAK SOLAR,LTR,50,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- Genset 04 25 KVA,2024-09-30,Genset 04,Genset 25 KVA Mess Melamor,Genset,564885.9428176841
234,2024094026,61000043,MINYAK SOLAR,LTR,112,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- KIOTI 25 Tugang I,2024-09-30,WT 25,Wheel Tractor 25,Wheel Tractor,1265344.5119116125
235,2024094025,61000043,MINYAK SOLAR,LTR,103,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- EXCAVATOR 17 Tugang I,2024-09-30,Exca 17,Excavator 17,Excavator,1163665.0422044292
236,2024094024,61000043,MINYAK SOLAR,LTR,120,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- EXCAVATOR 12 PAM,2024-09-30,Exca 12 PT. PAM,Excavator Mini 12 PT. PAM,Excavator Mini,1355726.2627624418
237,2024094023,61000043,MINYAK SOLAR,LTR,77,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- EXCAVATOR 22 305 5E2,2024-09-30,Exca 22,Excavator Mini 22,Excavator Mini,869924.3519392335
238,2024094022,61000043,MINYAK SOLAR,LTR,82,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM -DT 36 KB 8409 VB Mitsu,2024-09-30,DT 36,Dump Truck 36,Dump Truck,926412.946221002
239,2024094021,61000043,MINYAK SOLAR,LTR,63,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM -DT KB 8156 VB Estate N,2024-09-30,Lainnya,Lainnya,Lain - Lain,711756.287950282
240,2024094020,61000043,MINYAK SOLAR,LTR,60,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- DT 11 KB 8442 VA HINO,2024-09-30,DT 11,Dump Truck 11,Dump Truck,677863.1313812209
241,2024094019,61000043,MINYAK SOLAR,LTR,88,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM -DT KB 8059 VB Estate N,2024-09-30,Lainnya,Lainnya,Lain - Lain,994199.259359124
242,2024094018,61000043,MINYAK SOLAR,LTR,55,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM -DT 44 KB 8416 VB Mitsu,2024-09-30,DT 44,Dump Truck 44,Dump Truck,621374.5370994525
243,2024094017,61000043,MINYAK SOLAR,LTR,77,2024-09-23,2024-09-23,CPO RM S/L,u/ BBM- DT 22 KB 8049 VA Cante,2024-09-30,DT 22,Dump Truck 22,Dump Truck,869924.3519392335
244,2024094016,61000043,MINYAK SOLAR,LTR,100,2024-09-23,2024-09-23,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-09-30,WL 01,Wheel Loader 01,Wheel Loader,1129771.8856353683
245,2024094015,61000043,MINYAK SOLAR,LTR,500,2024-09-23,2024-09-23,CPO RM S/L,Genset no 3 PKS(4766),2024-09-30,PKS,PKS,Lain - Lain,5648859.428176841
246,2024094014,61000043,MINYAK SOLAR,LTR,500,2024-09-23,2024-09-23,CPO RM S/L,Genset no 1 PKS(4766),2024-09-30,PKS,PKS,Lain - Lain,5648859.428176841
247,2024094012,61000043,MINYAK SOLAR,LTR,100,2024-09-21,2024-09-21,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-09-30,WL 01,Wheel Loader 01,Wheel Loader,1129771.8856353683
248,2024094011,61000043,MINYAK SOLAR,LTR,67,2024-09-21,2024-09-21,CPO RM S/L,u/ BBM- DT 13 KB 8445 VA HINO,2024-09-30,DT 13,Dump Truck 13,Dump Truck,756947.1633756967
249,2024094010,61000043,MINYAK SOLAR,LTR,86,2024-09-21,2024-09-21,CPO RM S/L,u/ BBM- DT 05 KB 8246 VA HINO,2024-09-30,DT 05,Dump Truck 05,Dump Truck,971603.8216464168
